"Hate Victims are filled with homicidal frenzy, sometimes against those they love the most",Emotion Control
Hate Gun Am ability to make victim hate someone or something. Victim must make a Red Psyche FEAT vs. Am mind control,Emotion Control
"Jufeiro Spores In ability to lessen inhibitions and heighten passions, making most exposed men under her control. The target must make a Red Psyche FEAT to overcome the spores",Emotion Control
"Lose Control of Emotions If Laurie is feeling intense emotions, she will automatically secrete Gd strength pheremones.",Emotion Control
"Psi-Id Weapon Rm Force, 5 areas, Upon being struck the victim must make a Psyche FEAT vs. Mn intensity, or be overcome with his most intense fears, for as long as the Brood member keeps the weapon trained on the Victim.",Emotion Control
"Adaptation Un ability to  to ""download"" various modular abilities",Empowerment
"Xperience Lobe invented the Xperience drug which allows him to temporary grant the user the powers of mutants that he has a genetic sample for. There are two versions of the Xperience, which are delivered in vapor form through inhalers. The general market product which is cheaper and anyone can use. This version grants the powers of the original mutant at -1cs and lasts only 1-10 x 2 minutes per dose. The more expensive deluxe variant is custom engineered to fit the genetics of the user. The deluxe version grants the power of the original mutant, at the original rank to a maximum of Mn for most powers or Sh-X for Travel/Movement or Sense/Detection powers, and lasts several hours. Both versions can cause dependence.",Empowerment
Electrical Field Rm Electricity to any one touching him,Energy
"Electrically-Charged Cloak Ty material, delivers In Electrical damage on contact.",Energy
Electricity Un electrical to anyone in contact with his armor. People within 10 feet of the blast suffer In damage,Energy
Electro-Knuckles Rm Electrical in slugfest,Energy
Energy Batons Joystick's gloves generate Energy Batons which have the following effects,Energy
Energy Nunchakas Am Energy,Energy
"Energy Release If someone grabs Rick, he can release Rm Energy out of the Nega-Bands.",Energy
Energy Sabers In Energy,Energy
"Anti-Personnel Mines She uses a number of anti-personnel mines, ranging from simple pressure-activated ones, to advanced voice-activated mines. The command code to deactivate the latter is ""Waldorf."" They deal Rm damage to an entire area",Energy Area
"Bomb Strips Rm Explosions, 1 area",Energy Area
Bombs Up to Un Explosions in up to 15 areas.,Energy Area
Cordite Packs (x3) Ex explosive damage.,Energy Area
"Energy Bombs Fired out of his gauntlets, the mini-energy bombs cause In damage to a target",Energy Area
"Energy Conduit Skybreaker can act as a conduit that can transform small amounts of energy into exponentially larger amounts of energy, up to +3cs",Energy Area
"Energy Pulse Nova can unleash gravimetric energy pulses, that explode forward from his body causing Mn damage. These pulses leave Nova drained for -3cs on all FEATs for 2-20 turns.",Energy Area
"Explosion Tip Am explosion, 1 area",Energy Area
Explosive Am damage to 1 area,Energy Area
Explosive Belt (rarely used) In explosive discs.,Energy Area
"Explosive Charge In damage to 1 area, normally used for fleeing",Energy Area
Explosive Damage Rm damage that covers up to 1 area. Can be thrown up to 3 areas,Energy Area
Explosive Devices Up to Rm damage to an entire area,Energy Area
"Explosive Launcher Menace carries a gun that fires spherical explosives up to 5 areas, dealing Rm damage when they explode to an entire area. They can be detonated on impact or by remote.",Energy Area
"Explosive Vests This device, worn by Spector, if it had been detonated, would have inflicted Un damage over 3 areas.",Energy Area
"Explosives Bombshell carries about 12 explosives, which do Ty to In damage",Energy Area
"Grenade Launcher Fires up to 3 areas, deals In damage to an entire area",Energy Area
"Grenades The cannon can be fitted with special grenades propelled by its energy output, grenades that inflict the weapon's usual amount of damage in a scatter affect, harming everything within one area. Multiple grenades can be loaded simultaneously.",Energy Area
"Grenades Launcher Fires up to 5 areas away, has the following types of grenades:",Energy Area
"Guided Missiles Am damage, 10 areas",Energy Area
Lava Bursts Am damage and intensity within 2 areas.,Energy Area
Micro-Munitions Am explosive damage missiles fired from the shoulders with a range of 1 area,Energy Area
Micro-munitions Mn damage with a range of 15 areas,Energy Area
Micro-Pod Launcher Capable of penetrating up to Mn Body Armor to deliver a nano-armor swarm. It has a range of 5 areas.,Energy Area
Micro-Rocket Launcher ,Energy Area
Mines Pod can launch explosive mines from its body that does In damage to an entire area,Energy Area
"Mini-Rocket Launcher In damage, up to 5 areas away",Energy Area
"Missile Box Optional shoulder mounted missile launcher, carrying up to 8",Energy Area
Missile Launcher Mn explosive damage in same area.,Energy Area
"Missile Launchers Ultra Dynamo’s secondary weapon is a set of shoulder-mounted missile launchers. When not in use, these missile launchers fold into the back of the armor. These heavy duty projectiles do Mn Shooting damage to a range of 20 areas. Each missile bay can hold a payload of six missiles.",Energy Area
"Missle Launcher From the wrist gauntlet, the armor can fire mini missles. It has one in particular that does Mn rank explosive damage in same area. The missiles have a Body",Energy Area
"Molecular Rearranger Built into the flying platform, allowing it to transform its body into a Mn blast for a brief instant, affecting everyone within 2 areas except Ultron itself",Energy Area
"Palm-Mounted Rocket Missiles Am explosive to 1 area, range of 10 areas.",Energy Area
Photon Torpedoes Mn damage,Energy Area
Plasma Grenades In Energy or Force to 1 area,Energy Area
Plastic Explosives and Timer In damage to a single target. Timer can be set for 24 hours.,Energy Area
Plastique Packs (x3) Rm explosion in 1 area.,Energy Area
"Pumkin Bombs Rm Energy, and may explode on contact, or by twisting the stem, can be set to explode up to 2 rounds after being thrown.",Energy Area
Pumpkin Bombs Ex damage to everything within 20 feet. He has the following types of Pumpkin Bombs,Energy Area
Rockets range +1,Energy Area
"RPG Launcher In damage to an entire area, up to 30 areas away",Energy Area
Scarlet Bolts Rm explosive damage,Energy Area
"Seismic Gloves Tumult possess a pair of power-glove which permit her to discharge incredible amount of energy, that she usually release on the ground causing large seismic wave of In Force",Energy Area
"Self Destruct Stellaris is able to order her armor to self-destruct in a CL5000 explosion, powerful enough to destroy a planet.",Energy Area
"Self-Destruct Crimson Dynamo can detonate the armor in 2 rounds for In damage to all in 1 area. He can be safely ejected and wear a parachute, giving him Fe gliding in air",Energy Area
Self-Destruct Mechanism Un Energy within 1 area.,Energy Area
Self-Destruction Sh-X damage to one full area completely destroying the armor.,Energy Area
"Shatterang Detonates on contact, Am damage to all in 1 area.",Energy Area
"Special Weaponry Worldship can destroy and siphon planetary energies, within it is the Ultimate Nullifier, a device capable of destroying the universe entire, which Galactus safeguards.",Energy Area
Standard Portable Explosives Ex,Energy Area
"Sub-Nuclear Sh-Y damage to everything within 10 areas. Jacobs' armor, however, appears to be equipped only with the High Explosive and Concentrated Explosive missiles.",Energy Area
"Terminax This small tactical nuclear weapon does Sh-Z damage in a 20 area radius. It is equipped with a single warhead, and has a 50 area range",Energy Area
Timed Explosives Deal up to In damage to an entire area,Energy Area
Torpedoes Am explosive damage to a full area with a range of 5 areas. Two torpedoes may be launched individually or simultaneously.,Energy Area
Turbo Missiles Rm damage to 1 area,Energy Area
"Typhoon sphere Fill 1 area within a 3-area range. Anyone and everyone within the sphere takes Ex damage each round they are in it, and must make an Escape roll to exit the sphere.",Energy Area
"Typical Rocket The rockets explode on contact, causing In damage to 1 area",Energy Area
"Ultimate Nullifier The Ultimate Nullifier is an artifact of unimaginable power that is kept aboard Galactus's starbase, Taa II. In an alternate reality, The Ultimate Nullifier was shown to be capable to nullify or obliterate the existence of any thing the wielder of the device could fully conceive of. The Ultimate Nullifier clearly possesses sufficient power to invoke fear and awe in even the mighty Galactus! It has only been used twice in this reality. Once by Quasar against The Magus and most recently by the psychopathic herald of Galactus, Morg, The Executioner. The Silver Surfer and Morg escaped but Tyrant and Galactus were caught in the blast. The Nullifier could be used by a single entity only once, however, since the act of nullification destroyed the wielder as well as the target.",Energy Area
"Surface-to-Air Missiles +1cs radar-lock, inflicts Mn damage up to 10 areas away",Energy Area:1
"Mini-Grenades Am damage, +3cs radar-lock",Energy Area:3
"Acid Bomb Fired up to 3 areas, and causes Ex corrosive damage per turn to any character or item of Am material or less for 5 rounds. Only large amounts of water or basic chemicals can neutralize the acid.",Energy Area:Acid
"Gauntlet Acid Spray Am Corrosive, 2 areas",Energy Area:Acid
"Magnetic Rail-Gun Launcher with Explosive Shells Am damage, penetrates up to Am material or body armor with no reduction in damage, 5 areas",Energy Area:Am-Am
"Freon Tablets Single use Mn intensity Cold grenade, thrown up to 3 areas",Energy Area:Cold
"High Voltage Attack By charging his suit for 2 rounds, Night Flyer can release an electrical charge that does In Electricity to an entire area",Energy Area:Electrical
Fire Bombs Rm Fire damage.,Energy Area:Fire
"Flame Bomb In Energy, burns with Gd intensity",Energy Area:Fire
Flamerang In Flame to an entire area when it makes contact,Energy Area:Fire
"Flamethrower Rm Flame, 2 areas",Energy Area:Fire
"Flamethrower Pistol Ex Flame, Ty damage for 1-10 rounds thereafter.",Energy Area:Fire
Incendiaries Rm Flame in 1 area,Energy Area:Fire
Incendiary In intensity,Energy Area:Fire
Incendiary Caps Gd fire creation.,Energy Area:Fire
Incendiary Grenade Ty intensity,Energy Area:Fire
"Napalm Gel Packs (x3) In Energy, 1 area, Gd fire burns until put out.",Energy Area:Fire
Gamma Grenades Am damage to an entire area,Energy Area:Gamma
"Gamma Blades Floating probes generate a stationary defensive field that does Mn Radiation, capable of penetrating M body armor or material with no damage reduction. Field is large enough to surround a single individual and will damage anyone passing into or striking the field.",Energy Area:Gamma Blades
"Heat-Seeking Missiles Locks onto the highest heat source ahead of it. The missile turns with the heat sources, but may be side tracked by a more powerful source of heat. The missile deals In damage to all in target area.",Energy Area:Fire
EM Field Generator Summons Mn intensity lightning from the atmosphere into any target within the same area as the generator. The process takes 1-10 rounds depending on atmospheric conditions. The effect also produces an electronics negating electromagnetic pulse that shuts down electrical devices in the target area with Mn intensity. Clings to the target with In strength.,Energy Area:Lighting
"Explosive Disks (x6) Gd material, Rm damage to 1 area",Energy Area:Rm-Gd
"Exploding Balls Gd Edge in 1 area, can be thrown up to 3 areas",Energy Area;Edged
"Plasma Generation Mn Energy, 10 areas, Due to the unique nature of this Power, it does damage on two levels:",Energy Area;Force Area
"Tactical Nuclear Sh-X damage over a 2-area radius, also causes Ex Radiation",Energy Area;Radiation
"Badoon Laser Pistol Ex damage, 3 areas",Energy Blast
Beam Cannon Sh-X Damage (prototype only),Energy Blast
"Bio-Electric Sting Ex Energy, 1 area",Energy Blast
"Bio-Electric Stingers Am Energy, 1 area",Energy Blast
"Blaster Rm Energy, 5 areas",Energy Blast
"Blaster Cannons Two cannons that cause In Energy, up to 5 area",Energy Blast
"Blaster Canons In Energy, 3 areas",Energy Blast
"Blaster Pistol Rm Energy, 10 areas",Energy Blast
"Blaster Pistols Am Energy, 4 areas",Energy Blast
"Blasters (x2) Rm Energy, 5 areas",Energy Blast
"Cannon Un Energy, it can be loaded up with special ammunition. It has used the following:",Energy Blast
"Chest-Beam Mounted in the center of the chest plate, Un Energy, 2 areas",Energy Blast
"Cluster Bombs 1 area, Rm damage to entire area",Energy Blast
Combat Boom Box Jack Flag is able to fire the following up to 7 areas,Energy Blast
Concentrated Explosive Mn Shooting to target only,Energy Blast
"Deck of Cards In Energy, Death uses these as a thrown weapon, can be thrown up to 2 areas",Energy Blast
Electrical 2 javelins that produce In Energy Bolts,Energy Blast
"Electrical Attack Rm Energy, 5 areas",Energy Blast
"Electrical Blast Rm Electrical, 5 areas",Energy Blast
"Electrical Blasts Ex Shock, 1 area",Energy Blast
Electrical Charge Night Flyer can emit an electrical charge in the following ways:,Energy Blast
"Electro Blaster Rm energy, 4 areas",Energy Blast
"Electro-Bite Am Energy, 10 areas",Energy Blast
"Electro-Blast Rm Energy Blast, 3 areas",Energy Blast
"Electro-Blaster In Energy, 1 area",Energy Blast
"Electro-Blaster Vest In Energy, 1 area",Energy Blast
"Electro-Blasters These are the suit's primary weapons systems, located in the gauntlets. The blasters cause up to Mn Electrical, or can stun opponents with Am ability, at a range of 3 areas. A built-in targeting computer provides +1cs to hit and can track multiple targets (up to 2 attacks with a Yellow FEAT).",Energy Blast
"Electromagnetic Beams Forerunners of the Repulsors, these were located in",Energy Blast
"Electron-Beam In Energy, 4 area range",Energy Blast
"Energy Assault Rifle Ex Energy, 7 areas",Energy Blast
"Energy Attack Am Energy, 5 areas",Energy Blast
"Energy Beam In Energy, 3 areas",Energy Blast
"Energy Blast Rm Energy, 10 areas",Energy Blast
"Energy Cannon Am Energy, 10 areas",Energy Blast
"Energy Generation A source of infinite power, the power gem can be used to emit energy, of upto Sh-Y Energy.",Energy Blast
"Energy Gun Un Energy, 10 areas",Energy Blast
Energy Mini-Gun Rm,Energy Blast
"Energy Pistol In Energy, 3 areas",Energy Blast
"Energy Pistols (x2) In Energy, 10 areas",Energy Blast
"Energy Pulse Blasters Each appendage is armed with an laser blaster that deals In Energy, 5 areas",Energy Blast
"Energy Rifle Rm Energy, 10 areas",Energy Blast
"Energy Weapons In Energy, 3 areas",Energy Blast
"Finger Laser In Energy (Cutting/Welding), Same Area",Energy Blast
"Focused Laser Cannon Rerouting armor power to the chest laser increases damage to Sh-X damage, but no other powered weapons may be fired in the same round. Limited to one blast every 3 rounds.",Energy Blast
"Force Projection Mn Energy, 10 areas",Energy Blast
"Fusion Caster The Crimson Dynamo's most powerful weapon is a chest-mounted fusion caster, which causes Un Energy damage at a range of 5 areas. However, the fusion caster can only be used once every 10 turns.",Energy Blast
"Gauntlet Lasers Mn Energy, 10 areas",Energy Blast
"Glove Blasters Rm Energy, 3 areas",Energy Blast
"Ionic Gauntlets In Energy, 10 areas",Energy Blast
"Laser Rm Energy, 4 areas",Energy Blast
Laser Batteries Mn Energy,Energy Blast
"Laser Beam This is a gauntlet mounted laser, causing up to Am Energy at a range of 5 areas.",Energy Blast
"Laser Blast Rm Energy, 5 areas",Energy Blast
"Laser Blaster Gd Energy, 7 areas",Energy Blast
"Laser Blasters Rm Energy, 10 areas",Energy Blast
"Laser Blasts In Energy, 10 areas",Energy Blast
"Laser Cannon Mn Energy, 10 areas",Energy Blast
"Laser Cannons Shoulder-mounted Mn Energy, 5 areas. They have In accuracy and are independently targeted as to not count against the action total in that round",Energy Blast
"Laser Pistol In Energy, 10 areas",Energy Blast
"Laser Pistols (x2) Rm Energy, 10 area",Energy Blast
"Laser Rifle Rm damage, 15 areas",Energy Blast
"Mono-beam Mounted in the center of the chest plate, the beam has a range of 3 areas and can produce the following effects:",Energy Blast
Nova Beam In Heat up to 3 areas,Energy Blast
"Optic Blast Am Energy, 10 areas",Energy Blast
"Palm Blasters Rm Energy, 10 areas",Energy Blast
Particle Beam Discharger Am,Energy Blast
"Particle Blaster In Energy, 10 areas",Energy Blast
"Pencil-Laser Precision laser emitters in index fingers Rm Energy, 3 areas",Energy Blast
"Phase Rifle Optional weapon mounted on the War Machine's exterior exo-skeleton's left arm, the phase rifle causes upto Mn Energy at a range of 10 areas.",Energy Blast
Plasma Bolt In Energy,Energy Blast
"Plasma Bolt Generation Rm Energy, 10 areas",Energy Blast
"Plasma Cannon Ex material strength, attached to power battery strapped to Bomblasts back.",Energy Blast
"Plasma Gun Ex material, Ex Energy, 12 areas",Energy Blast
"Plasma Projector Rm Energy, 10 areas",Energy Blast
"Plasma Rifle Ex Energy, 10 areas",Energy Blast
"Plasma-Cannon Optional shoulder-mounted weapon fires blasts of Mn Energy damage, 5 areas",Energy Blast
"Pulsers Ex Energy, 5 areas",Energy Blast
"Ray Pistols Ex Energy, 3 areas",Energy Blast
"Ray Rifles Rm Energy, 5 areas",Energy Blast
"S.H.I.E.L.D. Plasma Beam Handgun In Energy, 3 areas",Energy Blast
"Shi'ar Blaster In Energy, 5 areas",Energy Blast
"Staff of Seth CL1000 material, unleases a Sh-X Energy Blast to the touch of the victim.",Energy Blast
"Tachyon Beam In Energy, 10 areas",Energy Blast
"Tasers Am Electrical, 5 areas",Energy Blast
Thermal Rm heat damage,Energy Blast
Thermal Beam Am Heat,Energy Blast
Unibeam The chest beam on the Iron Monger suit houses a Monstrous strength laser with a range of 7 areas.,Energy Blast
Utility Lasers Am intensity emitters in the fingertips may be used for cutting or as tool at a range of contact,Energy Blast
"UV Laser Mn Energy, 15 areas",Energy Blast
"Wasp Sting Rm Energy, 1 area",Energy Blast
Widow's Bite Am material bracelets with various devices,energy Blast
"Wrist Blaster Up to Am Energy, 10 areas",Energy Blast
Wrist Blasters Chance has a blaster on each wrist that contain the following weapon systems,Energy Blast
"Wrist-Mounted Energy Blaster (x2) In Energy, 10 areas",Energy Blast
"Wrist-Mounted Energy Blasters (x2) In Energy, 10 areas",Energy Blast
"Xandarian Energy Rifle Rm Energy, 7 areas",Energy Blast
"Zodiac Star-Blaster Emits up to Un Light Energy from Infrared to Ultraviolet, 10 areas",Energy Blast
"Gauntlets The gauntlets on the suit can transform at Noh-Varr's mental command into twinned blasters, each of which can be used to inflict Am Energy, and are connected to the suit proper with nifty power cables. They can both be fired simultaneously to inflict +1cs damage.",Energy Blast:1
Acid Mn damage (3 areas range),Energy Blast:Acid
"Corrosive Blast This blast causes organic materials to decay at Mn rank. Resistance to corrosives will offset the effects. This power can be directed against organic (natural) Body Armor in order to weaken it, similar to the effect that claws have on inorganic body armor.",Energy Blast:Acid
"Eggs In Corrosive, thrown up to 2 areas",Energy Blast:Acid
Web-Dissolving Acid Spray Rm Corrosive,Energy Blast:Acid
"Cosmic Bullets Noh-Varr has access to what he calls 'cosmic bullets', presumably special shots that either make use of cosmic radiation or give off like energies when they detonate. These seem much more effective than the cannon's ordinary shots, and inflict Sh-X Armor Piercing Energy damage.",Energy Blast:Amor Piercing
Anti-Theft Device Attempts to copy or dismantle the suit causes it to detonate in 2 rounds for In damage to all in 1 area,Energy Blast:Antitheft
"Anti-theft Device To tamper, analyse, or duplicate the circuitry requires an Mn Reason FEAT. If triggered insides melt to slag and in 2 rounds explodes with In intensity.",Energy Blast:Antitheft
Laser-Blaster Boomerang Boomerangs equipped with laser-blasters that do Gd Energy or Force,Energy Blast:Boomerang;Force Blast:Boomerag
Cold of the Void Mn Cold,Energy Blast:Cold
Freezing Rm,Energy Blast:Cold
Freezing Blast Un Freezing,Energy Blast:Cold
"Freon Spray Projected from his finger tip, Mn Cold, 5 areas",Energy Blast:Cold
"Gauntlet Cryo-Beam Am Cold, 5 areas",Energy Blast:Cold
"Ice Generation Rm ability, The Blizzard's Freon-Suit is able to do the following power stunts:",Energy Blast:Cold
"Ultra-Freon Spray Mn intensity Cold (Energy Damage/Endurance Check), 1 area range, 3 shots, area effect. Must be careful of Cold exposure to the armor.",Energy Blast:Cold
"Anti-Metal Spider Darts Designed like his Spider-Tracers, Parker created a wrist-launched Spider Dart made out of Antarctic Vibranium. When Spider-Man hits his target with these Spider Darts, they dissolve metal with In ability. Fires up to 3 areas",Energy Blast:Distintegration
Disintegration Mn,Energy Blast:Distintegration
Disintegration beam Mn,Energy Blast:Distintegration
Disintegration Device Am,Energy Blast:Distintegration
Disentegrator Rm damage to non living targets.,Energy Blast:Distintegration:Inorganic
"Disintegrator Rm to non-living matter, 2 areas, usable once every 20 minutes",Energy Blast:Distintegration:Inorganic
"Drones Armada surrounds himself with up to a half-dozen small, flying robotic drones. The drones can fly at In airspeed, have Rm Agility, Ty material, 10 Health points and penalize opponents -2cs to hit them because of their small size. The drones can fire Rm Energy, up to 2 areas. THey are capable of the following:",Energy Blast:Drones
"Mystic Flames Am Eldritch Flames, up to a range of 5 areas",Energy Blast:Eldritch
"Electric Bolts In Electricity, 10 areas",Energy Blast:Electric
"Electroshock Darts Fired from his wrist up to 3 areas, causes a target Ex Electrical damage",Energy Blast:Electric
Shock-Rang Rm Electricity,Energy Blast:Electrical
Taser Ex Electrical,Energy Blast:Electrical
Lightning Am,Energy Blast:Electrical
Lightning Bolts Mn,Energy Blast:Electrical
"Viper Stings Copperhead employs gauntlets which can fire a single burst of Rm Electrical, or a barrage of three blasts of Gd Energy. Copperhead receives a +2cs for each blast when firing a burst of three. After six blasts, Copperhead must spend two rounds recharging his gauntlets by absorbing power from a battery unit in his belt.",Energy Blast:Electrical;Energy Blast:Gd-2Burst
Lightning Beam Am Electrical or stuns opponents with In ability at a range of 3 areas.,Energy Blast:Electrical;Stunning Blast:Electrical
"Flame As this arrow streaks through the air, it bursts into flame, emitting Gd intensity heat. It is often used to ignite combustible materials.",Energy Blast:Fire
"Flame Blast Rm Heat, 2 areas",Energy Blast:Fire
"Flame Thrower In Flame, 1 area",Energy Blast:Fire
"Fire Generation Am Flame, 1 area range. He gains +1cs to hit with fire blasts",Energy Blast:Fire:1
"Super-Acetylene Torch Mode Rm Flame, 2 areas",Energy Blast:Flame
"Blaster Gauntlets In Force or Energy, 7 areas",Energy Blast:Force Blast
"Electromagnetic Bolt Gun In Energy or Force, 10 areas",Energy Blast:Force Blast
Heat Beam Am,Energy Blast:Fire
"Heat Beams Mn Heat, 6 areas",Energy Blast:Fire
"Heat Blasts In Energy, 10 areas",Energy Blast:Fire
Heat Ray Am,Energy Blast:Fire
"Setting Four (Flesh) Am intensity burns to living beings. Further, those victims who fail an Endurance FEAT each turn thereafter fall unconscious from the shock of their wounds.",Energy Blast:Fire
Mystical Energy Blasts Un Force or Energy. This power is capable of slaying true Immortals.,Energy Blast:Immortal Killer;Force Blast
Light Beam Mn intensity,Energy Blast:Light
Light Burst Mn Blinding,Energy Blast:Light
Light Emission In,Energy Blast:Light
White Light Rm Light or Radiation up to 5 areas away,Energy Blast:Light or Radiation
"Setting Three (Wood/Cellulose) Am damage to wood, paper, rayon and similar materials",Energy Blast:Limitation-Cellulose
"Energy Emission Am Energy, inflicts Ex damage to Shatterstar every time he employs this power.",Energy Blast:Limitation-SelfEx
"Eldi-Stokkr Hofund may be sheathed in the flames of stars, Sh-Y damage. Heimdall takes In damage and loses half his Karma from the effort.",Energy Blast:Limitation-SelfIn-Karma Loss
"Setting Two (Stone) Un attack against non-mystical rock and stone, including stone-like beings",Energy Blast:Limitation-Stone
Mind Blast Gd,Energy Blast:Mental
"Psi-Staff Rm Mind Blast, 3 areas",Energy Blast:Mental
"Taser Unit Mn material, When fired, it locks onto a target and does Rm Energy every turn. 3 area range. When the device is broken, or when Ruiz shuts it down, the device ceases to function.",Energy Blast:Rm-Mn
"Super Blast By channeling and building up his energy for a round, Firebrand can unleash a Un intensity blast with Am side effects, at a range of 40 areas.",Energy Blast:Un-Am
"Bug Zapper Found in Cartridge Six, these micro-coiled Z-metal gives targets Ex Electrical damage, it also disrupt electronic devices",Energy Blast;Disruption
"Blaster Rifle Am Force, 7 areas, The muzzle end is tipped with an axe blade capable of inflicting Ex Edge",Energy Blast;Edged
"Electrical Generation In Energy, 5 areas. If anyone attempts to touch the Eel, they will automatically take In damage. This is direct current, so that anyone grabbing the Eel will not be able to release their grip.",Energy Blast;Energy
"Assorted Heavy Weapons Up to Am Energy or Force, 7 areas",Energy Blast;Force Blast
"Chest Blaster Am Energy or Force, 10 areas",Energy Blast;Force Blast
"Chest Cannon Hidden in his chest, this blast can cause up to Mn Force or Energy damage",Energy Blast;Force Blast
"Cosmic Energy Blasts Un, either Force or Energy",Energy Blast;Force Blast
"Energy Blasters In Energy or Force, 10 areas",Energy Blast;Force Blast
"Energy Blasts In Energy or Force, 10 areas",Energy Blast;Force Blast
Laser and Force Cannons At least Am,Energy Blast;Force Blast
Plasma Emmision Un Heat or Light,Energy Blast;Light Manipulation
"Wrist-Mounted Particle Beam Discharger Am Electrical or Stunning, 7 areas",Energy Blast;Stunning Blast
Electromagnetic Energy Generation and Manipulation Un,Energy Control
"Energy Manipulation The gem can also be used to control energy. The Power Gem can manipulate any form of Energy at Sh-Y rank or less, and can be used to control energies it generates at +1cs. Any power stunts must developed normally.",Energy Control
"Transduction The Power Gem can be used to change one form of energy into another. The intensity of the FEAT roll is equal to the rank of the energy to be changed, with a maximum of Sh-Z power rank. Energy so changed will be -1cs less powerful than before.",Energy Control
Energy Detection Mn ability to analyze and track energy signatures,Energy Detection
Exotic Energy and Life Detectors 25 miles,Energy Detection;Life Detection
Acid Candy Rm Corrosive,Energy Missile:Acid
"Acid Darts Ex intensity acid, 2 areas and each wrist blaster contain 30 darts.",Energy Missile:Acid
Acid Expulsion In Corrosive,Energy Missile:Acid
Acid Tip Rm Corrosive,Energy Missile:Acid
"Acid Webbing Found in Cartridge Three, Rm Corrosive",Energy Missile:Acid
Corrosive Rm,Energy:Acid
"Solvent Dissolves glue at Mn intensity, able to eat through In material",Energy:Acid
Surface Charge Does Rm Electrical attack upon touching the Scarlet Centurion.,Energy:Electrical
Fire Am Fire or Heat,Energy:Fire
"Heat Aura In damage on touch, Ex protection vs. physical attacks.",Energy;Body Armour
"Energy Dagger A virtual blade that can be fired, thrown up to 5 areas and handled like an actual knife. Capable of causing Am Energy or Edge. Targets hit are marked by the energies, and can be seen by his costume lenses and tracked using Kimoyo Cards.",Energy;Edged
Ice Am Cold or Edge,Energy;Edged
"Electric Lariat This electrifiec cable does Gd damage to anyone that touches it. If the lariat ensnares a victim, that person is Stunned by Ex Electricity",Energy;Stunning
"Electric Touch The armor can also channel electricity along its surface, causing Mn Electrical or stunning with Am ability on contact.",Energy;Stunning
360 Degree Vision Allows Captain America to see in a 360-degree vision field via remote imaging sensors with Rm ability,Enhanced Senses
"360° Vision Ex, a screen within the visor that showed pictures from small cameras around the suit, allowing him 360° vision",Enhanced Senses
Advanced Communications Array Allows communications with CL1000 range and In encryption capabilities.,Enhanced Senses
Audio Amplification In,Enhanced Senses
Audio and Video Recording In,Enhanced Senses
Audio/Visual Feed The shades provide an audio/video feed via an in-built computer system outfitted with miniaturized conventional microphones and cameras,Enhanced Senses
"Avengers Communicard Gd material, able to communicate with any card carrying Avenger with Sh-X ability.",Enhanced Senses
Binoculars 10 areas,Enhanced Senses
"Bionic Eye Infrared, +1cs Ranged",Enhanced Senses
"Built-In Fire/Police/Emergency Scanner Receives own wavelength and those of defense organizations, 200 mile range",Enhanced Senses
"Camera Gd material, uses to take pick for the Daily Bugle",Enhanced Senses
Camera/Filmpack Un recording ability for 5 min.,Enhanced Senses
Cellular Telephone A radio telephone is contained in his bracelet and is connected to his home computer and answering machine.,Enhanced Senses
Comlink 250 mile range and a GPS tracking device built into it,Enhanced Senses
Communication Am ability to communicate with others as well as scan for communication bands,Enhanced Senses
Communication Device Mn ability to monitor and track radio transmissions,Enhanced Senses
"Communication with Mechanical Devices (His inventions only) Rm, 100 mile range",Enhanced Senses
Communications This allows him to communicate up to 100 miles away. This system is also able to provide for a satelite link up allowing greater range. Can contact the Vanguard or any member of the V-Battalion.,Enhanced Senses
"Communications Device Ty material, gives it the following abilities:",Enhanced Senses
"Communications Gear Satellite communication gear that is encrypted and protected against jamming with Rm protection. This equipment allows her to keep in contact and report her mission details to her superiors in the Kremlin. Due to the up-links to Russian Spy and communication Satellites, Red Widow can communicate from virtually anywhere on Earth.",Enhanced Senses
Communications gear Worldwide communications with The People and the team.,Enhanced Senses
"Communicator The headset allows communication with the Acolytes up to 20 miles range or to connect through a satellite up-link (such as Asteroid M) in which case the range would be near worldwide. The gear, while con&#64257;gured to communication among Acolytes, can be used to monitor local frequencies",Enhanced Senses
"Communicators The armor is also equipped with an all band radio communicator, several private frequency lines, and an AM/FM radio transceiver, all of which operates with Ex ability.",Enhanced Senses
"Contact Lens Ty material, allows Black Cat to see in the dark and gives her Ex enhanced sight",Enhanced Senses
Contact Lenses Banner has constructed a contact lens that allows him to operate it like a computer. It provides him with the following:,Enhanced Senses
Customized Echolocator Am ability to detect Chameleon's espescific voice and heartbeat in order to easily detect him in disguise.,Enhanced Senses
Drone The Shield can be controlled like a drone with the vehicular stats above. It can take video recordings as well,Enhanced Senses
"Echolocation Ex ability to allow him to ""see in the dark""",Enhanced Senses
Enhanced Hearing In,Enhanced Senses
"Enhanced Lenses The lenses in Spider-Man's mask have been enhanced, giving him the following abilities:",Enhanced Senses
Enhanced Vision Rm,Enhanced Senses
Face Mask Americop's ballistic face mask contains a 20x optical zoom telescopic,Enhanced Senses
Face Recognition Tech Am,Enhanced Senses
"Full Spectrum Scanalyzer with Adamantium-Tipped probe Missile containing sensors designed to penetrate up to Un material and return detailed sensory information. If used offensively, it does Rm Edge, 5 areas",Enhanced Senses
"GPS Mn, allows the Fantastic Four to find a member anywhere on Earth",Enhanced Senses
